id,code_prefix_start,name,name@ca
account_group_730,730,Treballs realitzats per a l'immobilitzat intangible,Treballs realitzats per a l'immobilitzat intangible
account_group_731,731,Treballs realitzats per a l'immobilitzat tangible,Treballs realitzats per a l'immobilitzat tangible
account_group_732,732,Treballs realizados en inversiones inmobiliarias,Treballs realizados en inversiones inmobiliarias
account_group_733,733,Treballs realitzats per a l'immobilitzat tangible en curs,Treballs realitzats per a l'immobilitzat tangible en curs
account_group_74,74,"Subvencions, donacions i llegats","Subvencions, donacions i llegats"
account_group_740,740,"Subvencions, donacions i llegats a l'explotació","Subvencions, donacions i llegats a l'explotació"
account_group_746,746,"Subvencions, donacions i llegats de capital transferits al resultat de l'exercici","Subvencions, donacions i llegats de capital transferits al resultat de l'exercici"
account_group_747,747,"Altres subvencions, donacions i llegats transferits al resultat del exercici","Altres subvencions, donacions i llegats transferits al resultat del exercici"
account_group_75,75,Altres ingressos de gestió,Altres ingressos de gestió
account_group_752,752,Ingressos per arrendaments,Ingressos per arrendaments
account_group_753,753,Ingressos de propietat industrial cedida en explotació,Ingressos de propietat industrial cedida en explotació
account_group_754,754,Ingressos per comissions,Ingressos per comissions
account_group_755,755,Ingressos per serveis al personal,Ingressos per serveis al personal
account_group_759,759,Ingressos per serveis diversos,Ingressos per serveis diversos
account_group_76,76,Ingressos financers,Ingressos financers
account_group_760,760,Ingressos de participacions en instruments de patrimoni,Ingressos de participacions en instruments de patrimoni
account_group_761,761,Ingressos de valorss representatius de deute,Ingressos de valorss representatius de deute
account_group_762,762,Ingressos de crèdits,Ingressos de crèdits
account_group_763,763,"Beneficis per venda, venciment o valoració d’instruments financers pel seu valor raonable","Beneficis per venda, venciment o valoració d’instruments financers pel seu valor raonable"
account_group_766,766,Beneficis en participacions i valors representatius de deute,Beneficis en participacions i valors representatius de deute
account_group_768,768,Diferències positives de canvi,Diferències positives de canvi
account_group_769,769,Altres ingressos financers,Altres ingressos financers
account_group_77,77,Beneficis procedents d'actius no corrents i ingressos excepcionals,Beneficis procedents d'actius no corrents i ingressos excepcionals
account_group_770,770,Beneficis procedents de l'immobilitzat intangible,Beneficis procedents de l'immobilitzat intangible
account_group_771,771,Beneficis procedents de l'immobilitzat tangible,Beneficis procedents de l'immobilitzat tangible
account_group_772,772,Beneficis procedents de les inversions immobiliaries,Beneficis procedents de les inversions immobiliaries
account_group_773,773,Beneficios procedents de participacions a llarg termini en parts vinculades,Beneficios procedents de participacions a llarg termini en parts vinculades
account_group_775,775,Beneficis per operacions amb obligacions pròpies,Beneficis per operacions amb obligacions pròpies
account_group_778,778,Ingressos excepcionals,Ingressos excepcionals
account_group_79,79,Excés i aplicacions de provisions i de pèrdues per deteriorament,Excés i aplicacions de provisions i de pèrdues per deteriorament
account_group_790,790,Reversió del deteriorament de l'immobilitzat intangible,Reversió del deteriorament de l'immobilitzat intangible
account_group_791,791,Reversió del deteriorament de l'immobilitzat tangible,Reversió del deteriorament de l'immobilitzat tangible
account_group_792,792,Reversió del deteriorament de les inversions immobiliàries,Reversió del deteriorament de les inversions immobiliàries
account_group_793,793,Reversió del deteriorament d'existències,Reversió del deteriorament d'existències
account_group_794,794,Reversió del deteriorament de crèdits per operacions comercials,Reversió del deteriorament de crèdits per operacions comercials
account_group_795,795,Excés de provisions,Excés de provisions
account_group_796,796,Reversió del deteriorament de participacions i valors representatius de deute a llarg termini,Reversió del deteriorament de participacions i valors representatius de deute a llarg termini
account_group_797,797,Reversió del deteriorament de crèdits a llarg termini,Reversió del deteriorament de crèdits a llarg termini
account_group_798,798,Reversió del deteriorament de participacions i valors representatius de deute a curt termini,Reversió del deteriorament de participacions i valors representatius de deute a curt termini
account_group_799,799,Reversió del deteriorament de crèdits a curt termini,Reversió del deteriorament de crèdits a curt termini
